2016-12-23 16:42:15.058 [JavaFX Application Thread] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
2016-12-23 16:42:15.233 [JavaFX Application Thread] DEBUG org.hibernate.jpa.HibernatePersistenceProvider - Located and parsed 1 persistence units; checking each
2016-12-23 16:42:15.234 [JavaFX Application Thread] DEBUG org.hibernate.jpa.HibernatePersistenceProvider - Checking persistence-unit [name=pcb_PU, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [pcb_PU]
2016-12-23 16:42:15.235 [JavaFX Application Thread] DEBUG org.hibernate.jpa.boot.spi.ProviderChecker - Persistence-unit [pcb_PU] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
2016-12-23 16:42:15.249 [JavaFX Application Thread] DEBUG org.hibernate.jpa.internal.util.LogHelper - PersistenceUnitInfo [
	name: pcb_PU
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/C:/Users/adriang/Documents/NetBeansProjects/PreciosContratosBascula/target/classes/
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names [
		com.chortitzer.pcbjfx.domain.TblBasPrecios
		com.chortitzer.pcbjfx.domain.TblBasContratos
		com.chortitzer.pcbjfx.domain.Tblempresa
		com.chortitzer.pcbjfx.domain.Tblproductos]
	Mapping files names []
	Properties [
		hibernate.c3p0.timeout: 500
		hibernate.c3p0.testConnectionOnCheckout: true
		hibernate.connection.autoReconnect: true
		javax.persistence.jdbc.user: postgres
		hibernate.c3p0.max_statements: 50
		connection.provider_class: org.hibernate.connection.C3P0ConnectionProvider
		hibernate.c3p0.max_size: 20
		hibernate.dialect: org.hibernate.dialect.PostgreSQLDialect
		javax.persistence.jdbc.url: jdbc:postgresql://192.168.3.122:5432/industria
		hibernate.c3p0.idle_test_period: 2000
		javax.persistence.jdbc.driver: org.postgresql.Driver
		hibernate.c3p0.min_size: 5
		hibernate.show_sql: false
		hibernate.connection.release_mode: auto
		javax.persistence.jdbc.password: 123456
		current_session_context_class: thread]
2016-12-23 16:42:15.262 [JavaFX Application Thread] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2016-12-23 16:42:15.267 [JavaFX Application Thread] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2016-12-23 16:42:15.283 [JavaFX Application Thread] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2016-12-23 16:42:15.284 [JavaFX Application Thread] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.jpa.event.spi.JpaIntegrator].
2016-12-23 16:42:15.401 [JavaFX Application Thread] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.2.5.Final}
2016-12-23 16:42:15.402 [JavaFX Application Thread] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
2016-12-23 16:42:15.431 [JavaFX Application Thread] DEBUG org.hibernate.service.spi.ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
2016-12-23 16:42:15.469 [JavaFX Application Thread] DEBUG org.hibernate.cache.internal.RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
2016-12-23 16:42:15.495 [JavaFX Application Thread] INFO  org.hibernate.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
2016-12-23 16:42:21.962 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (tblempresa)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'tblempresa0_.id as id1_2_' {alias=t, className=com.chortitzer.pcbjfx.domain.Tblempresa, tableAlias=tblempresa0_}
    |  \-[SQL_TOKEN] SqlFragment: 'tblempresa0_.cuentacorriente as cuentaco2_2_, tblempresa0_.direccion as direccio3_2_, tblempresa0_.nombre as nombre4_2_, tblempresa0_.ruc as ruc5_2_, tblempresa0_.telefono as telefono6_2_'
    +-[FROM] FromClause: 'FROM' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[t], fromElementByTableAlias=[tblempresa0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
    |  \-[FROM_FRAGMENT] FromElement: 'tblempresa tblempresa0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=t,role=null,tableName=tblempresa,tableAlias=tblempresa0_,origin=null,columns={,className=com.chortitzer.pcbjfx.domain.Tblempresa}}
    \-[WHERE] SqlNode: 'WHERE'
       \-[EQ] BinaryLogicOperatorNode: '='
          +-[DOT] DotNode: 'tblempresa0_.telefono' {propertyName=telefono,dereferenceType=PRIMITIVE,getPropertyPath=telefono,path=t.telefono,tableAlias=tblempresa0_,className=com.chortitzer.pcbjfx.domain.Tblempresa,classAlias=t}
          |  +-[ALIAS_REF] IdentNode: 'tblempresa0_.id' {alias=t, className=com.chortitzer.pcbjfx.domain.Tblempresa, tableAlias=tblempresa0_}
          |  \-[IDENT] IdentNode: 'telefono' {originalText=telefono}
          \-[NAMED_PARAM] ParameterNode: '?' {name=telefono, expectedType=org.hibernate.type.StringType@429681fc}

2016-12-23 16:42:21.964 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.ErrorCounter - throwQueryException() : no errors
2016-12-23 16:42:21.964 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - HQL: SELECT t FROM com.chortitzer.pcbjfx.domain.Tblempresa t WHERE t.telefono = :telefono
2016-12-23 16:42:21.965 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - SQL: select tblempresa0_.id as id1_2_, tblempresa0_.cuentacorriente as cuentaco2_2_, tblempresa0_.direccion as direccio3_2_, tblempresa0_.nombre as nombre4_2_, tblempresa0_.ruc as ruc5_2_, tblempresa0_.telefono as telefono6_2_ from tblempresa tblempresa0_ where tblempresa0_.telefono=?
2016-12-23 16:42:21.965 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.ErrorCounter - throwQueryException() : no errors
2016-12-23 16:42:21.966 [JavaFX Application Thread] DEBUG org.hibernate.query.spi.NamedQueryRepository - Checking named query: Tblempresa.findByDireccion
2016-12-23 16:42:21.967 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - parse() - HQL: SELECT t FROM com.chortitzer.pcbjfx.domain.Tblempresa t WHERE t.direccion = :direccion
2016-12-23 16:42:21.978 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - --- HQL AST ---
 \-[QUERY] Node: 'query'
    +-[SELECT_FROM] Node: 'SELECT_FROM'
    |  +-[FROM] Node: 'FROM'
    |  |  \-[RANGE] Node: 'RANGE'
    |  |     +-[DOT] Node: '.'
    |  |     |  +-[DOT] Node: '.'
    |  |     |  |  +-[DOT] Node: '.'
    |  |     |  |  |  +-[DOT] Node: '.'
    |  |     |  |  |  |  +-[IDENT] Node: 'com'
    |  |     |  |  |  |  \-[IDENT] Node: 'chortitzer'
    |  |     |  |  |  \-[IDENT] Node: 'pcbjfx'
    |  |     |  |  \-[IDENT] Node: 'domain'
    |  |     |  \-[IDENT] Node: 'Tblempresa'
    |  |     \-[ALIAS] Node: 't'
    |  \-[SELECT] Node: 'SELECT'
    |     \-[IDENT] Node: 't'
    \-[WHERE] Node: 'WHERE'
       \-[EQ] Node: '='
          +-[DOT] Node: '.'
          |  +-[IDENT] Node: 't'
          |  \-[IDENT] Node: 'direccion'
          \-[COLON] Node: ':'
             \-[IDENT] Node: 'direccion'

2016-12-23 16:42:21.980 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.ErrorCounter - throwQueryException() : no errors
2016-12-23 16:42:21.981 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.antlr.HqlSqlBaseWalker - select << begin [level=1, statement=select]
2016-12-23 16:42:21.982 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.tree.FromElement - FromClause{level=1} : com.chortitzer.pcbjfx.domain.Tblempresa (t) -> tblempresa0_
2016-12-23 16:42:21.984 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.tree.FromReferenceNode - Resolved : t -> tblempresa0_.id
2016-12-23 16:42:21.985 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.tree.FromReferenceNode - Resolved : t -> tblempresa0_.id
2016-12-23 16:42:21.986 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.tree.DotNode - getDataType() : direccion -> org.hibernate.type.StringType@429681fc
2016-12-23 16:42:21.986 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.tree.FromReferenceNode - Resolved : t.direccion -> tblempresa0_.direccion
2016-12-23 16:42:21.987 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.antlr.HqlSqlBaseWalker - select : finishing up [level=1, statement=select]
2016-12-23 16:42:21.988 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.HqlSqlWalker - processQuery() :  ( SELECT ( {select clause} tblempresa0_.id ) ( FromClause{level=1} tblempresa tblempresa0_ ) ( WHERE ( = ( tblempresa0_.direccion tblempresa0_.id direccion ) ? ) ) )
2016-12-23 16:42:21.989 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.util.JoinProcessor - Using FROM fragment [tblempresa tblempresa0_]
2016-12-23 16:42:21.990 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.antlr.HqlSqlBaseWalker - select >> end [level=1, statement=select]
2016-12-23 16:42:21.992 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (tblempresa)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'tblempresa0_.id as id1_2_' {alias=t, className=com.chortitzer.pcbjfx.domain.Tblempresa, tableAlias=tblempresa0_}
    |  \-[SQL_TOKEN] SqlFragment: 'tblempresa0_.cuentacorriente as cuentaco2_2_, tblempresa0_.direccion as direccio3_2_, tblempresa0_.nombre as nombre4_2_, tblempresa0_.ruc as ruc5_2_, tblempresa0_.telefono as telefono6_2_'
    +-[FROM] FromClause: 'FROM' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[t], fromElementByTableAlias=[tblempresa0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
    |  \-[FROM_FRAGMENT] FromElement: 'tblempresa tblempresa0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=t,role=null,tableName=tblempresa,tableAlias=tblempresa0_,origin=null,columns={,className=com.chortitzer.pcbjfx.domain.Tblempresa}}
    \-[WHERE] SqlNode: 'WHERE'
       \-[EQ] BinaryLogicOperatorNode: '='
          +-[DOT] DotNode: 'tblempresa0_.direccion' {propertyName=direccion,dereferenceType=PRIMITIVE,getPropertyPath=direccion,path=t.direccion,tableAlias=tblempresa0_,className=com.chortitzer.pcbjfx.domain.Tblempresa,classAlias=t}
          |  +-[ALIAS_REF] IdentNode: 'tblempresa0_.id' {alias=t, className=com.chortitzer.pcbjfx.domain.Tblempresa, tableAlias=tblempresa0_}
          |  \-[IDENT] IdentNode: 'direccion' {originalText=direccion}
          \-[NAMED_PARAM] ParameterNode: '?' {name=direccion, expectedType=org.hibernate.type.StringType@429681fc}

2016-12-23 16:42:21.994 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.ErrorCounter - throwQueryException() : no errors
2016-12-23 16:42:21.995 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - HQL: SELECT t FROM com.chortitzer.pcbjfx.domain.Tblempresa t WHERE t.direccion = :direccion
2016-12-23 16:42:21.995 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - SQL: select tblempresa0_.id as id1_2_, tblempresa0_.cuentacorriente as cuentaco2_2_, tblempresa0_.direccion as direccio3_2_, tblempresa0_.nombre as nombre4_2_, tblempresa0_.ruc as ruc5_2_, tblempresa0_.telefono as telefono6_2_ from tblempresa tblempresa0_ where tblempresa0_.direccion=?
2016-12-23 16:42:21.996 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.ErrorCounter - throwQueryException() : no errors
2016-12-23 16:42:21.997 [JavaFX Application Thread] DEBUG org.hibernate.query.spi.NamedQueryRepository - Checking named query: Tblempresa.findByNombre
2016-12-23 16:42:21.997 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - parse() - HQL: SELECT t FROM com.chortitzer.pcbjfx.domain.Tblempresa t WHERE t.nombre = :nombre
2016-12-23 16:42:22.004 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - --- HQL AST ---
 \-[QUERY] Node: 'query'
    +-[SELECT_FROM] Node: 'SELECT_FROM'
    |  +-[FROM] Node: 'FROM'
    |  |  \-[RANGE] Node: 'RANGE'
    |  |     +-[DOT] Node: '.'
    |  |     |  +-[DOT] Node: '.'
    |  |     |  |  +-[DOT] Node: '.'
    |  |     |  |  |  +-[DOT] Node: '.'
    |  |     |  |  |  |  +-[IDENT] Node: 'com'
    |  |     |  |  |  |  \-[IDENT] Node: 'chortitzer'
    |  |     |  |  |  \-[IDENT] Node: 'pcbjfx'
    |  |     |  |  \-[IDENT] Node: 'domain'
    |  |     |  \-[IDENT] Node: 'Tblempresa'
    |  |     \-[ALIAS] Node: 't'
    |  \-[SELECT] Node: 'SELECT'
    |     \-[IDENT] Node: 't'
    \-[WHERE] Node: 'WHERE'
       \-[EQ] Node: '='
          +-[DOT] Node: '.'
          |  +-[IDENT] Node: 't'
          |  \-[IDENT] Node: 'nombre'
          \-[COLON] Node: ':'
             \-[IDENT] Node: 'nombre'

2016-12-23 16:42:22.004 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.ErrorCounter - throwQueryException() : no errors
2016-12-23 16:42:22.006 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.antlr.HqlSqlBaseWalker - select << begin [level=1, statement=select]
2016-12-23 16:42:22.007 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.tree.FromElement - FromClause{level=1} : com.chortitzer.pcbjfx.domain.Tblempresa (t) -> tblempresa0_
2016-12-23 16:42:22.008 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.tree.FromReferenceNode - Resolved : t -> tblempresa0_.id
2016-12-23 16:42:22.008 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.tree.FromReferenceNode - Resolved : t -> tblempresa0_.id
2016-12-23 16:42:22.009 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.tree.DotNode - getDataType() : nombre -> org.hibernate.type.StringType@429681fc
2016-12-23 16:42:22.009 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.tree.FromReferenceNode - Resolved : t.nombre -> tblempresa0_.nombre
2016-12-23 16:42:22.009 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.antlr.HqlSqlBaseWalker - select : finishing up [level=1, statement=select]
2016-12-23 16:42:22.010 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.HqlSqlWalker - processQuery() :  ( SELECT ( {select clause} tblempresa0_.id ) ( FromClause{level=1} tblempresa tblempresa0_ ) ( WHERE ( = ( tblempresa0_.nombre tblempresa0_.id nombre ) ? ) ) )
2016-12-23 16:42:22.010 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.util.JoinProcessor - Using FROM fragment [tblempresa tblempresa0_]
2016-12-23 16:42:22.011 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.antlr.HqlSqlBaseWalker - select >> end [level=1, statement=select]
2016-12-23 16:42:22.017 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (tblempresa)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'tblempresa0_.id as id1_2_' {alias=t, className=com.chortitzer.pcbjfx.domain.Tblempresa, tableAlias=tblempresa0_}
    |  \-[SQL_TOKEN] SqlFragment: 'tblempresa0_.cuentacorriente as cuentaco2_2_, tblempresa0_.direccion as direccio3_2_, tblempresa0_.nombre as nombre4_2_, tblempresa0_.ruc as ruc5_2_, tblempresa0_.telefono as telefono6_2_'
    +-[FROM] FromClause: 'FROM' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[t], fromElementByTableAlias=[tblempresa0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
    |  \-[FROM_FRAGMENT] FromElement: 'tblempresa tblempresa0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=t,role=null,tableName=tblempresa,tableAlias=tblempresa0_,origin=null,columns={,className=com.chortitzer.pcbjfx.domain.Tblempresa}}
    \-[WHERE] SqlNode: 'WHERE'
       \-[EQ] BinaryLogicOperatorNode: '='
          +-[DOT] DotNode: 'tblempresa0_.nombre' {propertyName=nombre,dereferenceType=PRIMITIVE,getPropertyPath=nombre,path=t.nombre,tableAlias=tblempresa0_,className=com.chortitzer.pcbjfx.domain.Tblempresa,classAlias=t}
          |  +-[ALIAS_REF] IdentNode: 'tblempresa0_.id' {alias=t, className=com.chortitzer.pcbjfx.domain.Tblempresa, tableAlias=tblempresa0_}
          |  \-[IDENT] IdentNode: 'nombre' {originalText=nombre}
          \-[NAMED_PARAM] ParameterNode: '?' {name=nombre, expectedType=org.hibernate.type.StringType@429681fc}

2016-12-23 16:42:22.019 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.ErrorCounter - throwQueryException() : no errors
2016-12-23 16:42:22.019 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - HQL: SELECT t FROM com.chortitzer.pcbjfx.domain.Tblempresa t WHERE t.nombre = :nombre
2016-12-23 16:42:22.020 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - SQL: select tblempresa0_.id as id1_2_, tblempresa0_.cuentacorriente as cuentaco2_2_, tblempresa0_.direccion as direccio3_2_, tblempresa0_.nombre as nombre4_2_, tblempresa0_.ruc as ruc5_2_, tblempresa0_.telefono as telefono6_2_ from tblempresa tblempresa0_ where tblempresa0_.nombre=?
2016-12-23 16:42:22.020 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.ErrorCounter - throwQueryException() : no errors
2016-12-23 16:42:22.021 [JavaFX Application Thread] DEBUG org.hibernate.query.spi.NamedQueryRepository - Checking named query: Tblempresa.findByRuc
2016-12-23 16:42:22.022 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - parse() - HQL: SELECT t FROM com.chortitzer.pcbjfx.domain.Tblempresa t WHERE t.ruc = :ruc
2016-12-23 16:42:22.026 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - --- HQL AST ---
 \-[QUERY] Node: 'query'
    +-[SELECT_FROM] Node: 'SELECT_FROM'
    |  +-[FROM] Node: 'FROM'
    |  |  \-[RANGE] Node: 'RANGE'
    |  |     +-[DOT] Node: '.'
    |  |     |  +-[DOT] Node: '.'
    |  |     |  |  +-[DOT] Node: '.'
    |  |     |  |  |  +-[DOT] Node: '.'
    |  |     |  |  |  |  +-[IDENT] Node: 'com'
    |  |     |  |  |  |  \-[IDENT] Node: 'chortitzer'
    |  |     |  |  |  \-[IDENT] Node: 'pcbjfx'
    |  |     |  |  \-[IDENT] Node: 'domain'
    |  |     |  \-[IDENT] Node: 'Tblempresa'
    |  |     \-[ALIAS] Node: 't'
    |  \-[SELECT] Node: 'SELECT'
    |     \-[IDENT] Node: 't'
    \-[WHERE] Node: 'WHERE'
       \-[EQ] Node: '='
          +-[DOT] Node: '.'
          |  +-[IDENT] Node: 't'
          |  \-[IDENT] Node: 'ruc'
          \-[COLON] Node: ':'
             \-[IDENT] Node: 'ruc'

2016-12-23 16:42:22.029 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.ErrorCounter - throwQueryException() : no errors
2016-12-23 16:42:22.030 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.antlr.HqlSqlBaseWalker - select << begin [level=1, statement=select]
2016-12-23 16:42:22.031 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.tree.FromElement - FromClause{level=1} : com.chortitzer.pcbjfx.domain.Tblempresa (t) -> tblempresa0_
2016-12-23 16:42:22.032 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.tree.FromReferenceNode - Resolved : t -> tblempresa0_.id
2016-12-23 16:42:22.032 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.tree.FromReferenceNode - Resolved : t -> tblempresa0_.id
2016-12-23 16:42:22.033 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.tree.DotNode - getDataType() : ruc -> org.hibernate.type.StringType@429681fc
2016-12-23 16:42:22.033 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.tree.FromReferenceNode - Resolved : t.ruc -> tblempresa0_.ruc
2016-12-23 16:42:22.034 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.antlr.HqlSqlBaseWalker - select : finishing up [level=1, statement=select]
2016-12-23 16:42:22.034 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.HqlSqlWalker - processQuery() :  ( SELECT ( {select clause} tblempresa0_.id ) ( FromClause{level=1} tblempresa tblempresa0_ ) ( WHERE ( = ( tblempresa0_.ruc tblempresa0_.id ruc ) ? ) ) )
2016-12-23 16:42:22.035 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.util.JoinProcessor - Using FROM fragment [tblempresa tblempresa0_]
2016-12-23 16:42:22.046 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.antlr.HqlSqlBaseWalker - select >> end [level=1, statement=select]
2016-12-23 16:42:22.053 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (tblempresa)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'tblempresa0_.id as id1_2_' {alias=t, className=com.chortitzer.pcbjfx.domain.Tblempresa, tableAlias=tblempresa0_}
    |  \-[SQL_TOKEN] SqlFragment: 'tblempresa0_.cuentacorriente as cuentaco2_2_, tblempresa0_.direccion as direccio3_2_, tblempresa0_.nombre as nombre4_2_, tblempresa0_.ruc as ruc5_2_, tblempresa0_.telefono as telefono6_2_'
    +-[FROM] FromClause: 'FROM' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[t], fromElementByTableAlias=[tblempresa0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
    |  \-[FROM_FRAGMENT] FromElement: 'tblempresa tblempresa0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=t,role=null,tableName=tblempresa,tableAlias=tblempresa0_,origin=null,columns={,className=com.chortitzer.pcbjfx.domain.Tblempresa}}
    \-[WHERE] SqlNode: 'WHERE'
       \-[EQ] BinaryLogicOperatorNode: '='
          +-[DOT] DotNode: 'tblempresa0_.ruc' {propertyName=ruc,dereferenceType=PRIMITIVE,getPropertyPath=ruc,path=t.ruc,tableAlias=tblempresa0_,className=com.chortitzer.pcbjfx.domain.Tblempresa,classAlias=t}
          |  +-[ALIAS_REF] IdentNode: 'tblempresa0_.id' {alias=t, className=com.chortitzer.pcbjfx.domain.Tblempresa, tableAlias=tblempresa0_}
          |  \-[IDENT] IdentNode: 'ruc' {originalText=ruc}
          \-[NAMED_PARAM] ParameterNode: '?' {name=ruc, expectedType=org.hibernate.type.StringType@429681fc}

2016-12-23 16:42:22.057 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.ErrorCounter - throwQueryException() : no errors
2016-12-23 16:42:22.058 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - HQL: SELECT t FROM com.chortitzer.pcbjfx.domain.Tblempresa t WHERE t.ruc = :ruc
2016-12-23 16:42:22.058 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - SQL: select tblempresa0_.id as id1_2_, tblempresa0_.cuentacorriente as cuentaco2_2_, tblempresa0_.direccion as direccio3_2_, tblempresa0_.nombre as nombre4_2_, tblempresa0_.ruc as ruc5_2_, tblempresa0_.telefono as telefono6_2_ from tblempresa tblempresa0_ where tblempresa0_.ruc=?
2016-12-23 16:42:22.058 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.ErrorCounter - throwQueryException() : no errors
2016-12-23 16:42:22.059 [JavaFX Application Thread] DEBUG org.hibernate.query.spi.NamedQueryRepository - Checking named query: TblBasPrecios.findAll
2016-12-23 16:42:22.061 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - parse() - HQL: SELECT t FROM com.chortitzer.pcbjfx.domain.TblBasPrecios t
2016-12-23 16:42:22.065 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl - --- HQL AST ---
 \-[QUERY] Node: 'query'
    \-[SELECT_FROM] Node: 'SELECT_FROM'
       +-[FROM] Node: 'FROM'
       |  \-[RANGE] Node: 'RANGE'
       |     +-[DOT] Node: '.'
       |     |  +-[DOT] Node: '.'
       |     |  |  +-[DOT] Node: '.'
       |     |  |  |  +-[DOT] Node: '.'
       |     |  |  |  |  +-[IDENT] Node: 'com'
       |     |  |  |  |  \-[IDENT] Node: 'chortitzer'
       |     |  |  |  \-[IDENT] Node: 'pcbjfx'
       |     |  |  \-[IDENT] Node: 'domain'
       |     |  \-[IDENT] Node: 'TblBasPrecios'
       |     \-[ALIAS] Node: 't'
       \-[SELECT] Node: 'SELECT'
          \-[IDENT] Node: 't'

2016-12-23 16:42:22.068 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.ErrorCounter - throwQueryException() : no errors
2016-12-23 16:42:22.068 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.antlr.HqlSqlBaseWalker - select << begin [level=1, statement=select]
2016-12-23 16:42:22.069 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.tree.FromElement - FromClause{level=1} : com.chortitzer.pcbjfx.domain.TblBasPrecios (t) -> tblbasprec0_
2016-12-23 16:42:22.069 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.tree.FromReferenceNode - Resolved : t -> tblbasprec0_.fechahora_vigencia
2016-12-23 16:42:22.069 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.antlr.HqlSqlBaseWalker - select : finishing up [level=1, statement=select]
2016-12-23 16:42:22.070 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.HqlSqlWalker - processQuery() :  ( SELECT ( {select clause} tblbasprec0_.fechahora_vigencia ) ( FromClause{level=1} tbl_bas_precios tblbasprec0_ ) )
2016-12-23 16:42:22.071 [JavaFX Application Thread] DEBUG org.hibernate.hql.internal.ast.util.JoinProcessor - Using FROM fragment [tbl_bas_precios tblbasprec0_]
